grid_id,iso_week,cumulative_rainfall_mm,ndvi
LS-00307,2026-W30,4.699805736541748,0.8665183958886465
LS-00308,2026-W30,4.636874675750732,0.8802639597853806
LS-00309,2026-W30,4.636874675750732,0.8721223778872728
LS-00310,2026-W30,4.636874675750732,0.8753972346872797
LS-00311,2026-W30,4.636874675750732,0.7670478868590153
LS-00312,2026-W30,5.349850177764893,0.7928126529236068
LS-00313,2026-W30,5.349850177764893,0.8367530977792061
LS-00314,2026-W30,5.349850177764893,0.8646950841573204
LS-00315,2026-W30,5.349850177764893,0.8466122663114742
LS-00316,2026-W30,5.349850177764893,0.8711401382738974
LS-00317,2026-W30,5.349850177764893,0.8731693953765373
LS-00318,2026-W30,5.349850177764893,0.8679770298005882
LS-00319,2026-W30,5.349850177764893,0.5889729229986468
LS-00320,2026-W30,5.349850177764893,0.7953139802537569
LS-00321,2026-W30,5.349850177764893,0.8629562456516656
LS-00322,2026-W30,5.349850177764893,0.8523353117991951
LS-00323,2026-W30,5.349850177764893,0.7228182524904684
LS-00324,2026-W30,5.349850177764893,0.8346018757018031
LS-00325,2026-W30,5.349850177764893,0.8401460004115908
LS-00326,2026-W30,5.349850177764893,0.7366033313436259
LS-00327,2026-W30,5.349850177764893,0.8374123764589559
LS-00328,2026-W30,5.349850177764893,0.8233695665637749
LS-00329,2026-W30,5.349850177764893,0.6814815865287674
LS-00330,2026-W30,5.349850177764893,0.6412556204386016
LS-00331,2026-W30,5.349850177764893,0.7774358417910717
LS-00332,2026-W30,5.349850177764893,0.7762062863669114
LS-00333,2026-W30,5.349850177764893,0.8636275440056486
LS-00334,2026-W30,5.349850177764893,0.8552083358546932
LS-00335,2026-W30,5.349850177764893,0.8502572544049354
LS-00336,2026-W30,5.349850177764893,0.8557179822674917
LS-00337,2026-W30,5.349850177764893,0.8694609887454728
LS-00338,2026-W30,5.349850177764893,0.827451599691049
LS-00339,2026-W30,5.349850177764893,0.8275081232686701
LS-00340,2026-W30,5.349850177764893,0.7540120569167365
LS-00341,2026-W30,5.349850177764893,0.8252466114559368
LS-00342,2026-W30,5.349850177764893,0.8480145716214862
LS-00343,2026-W30,5.349850177764893,0.8389457678329875
LS-00344,2026-W30,5.349850177764893,0.8420399367905538
LS-00345,2026-W30,5.349850177764893,0.75046396007078
LS-00346,2026-W30,5.349850177764893,0.862832335884092
LS-00347,2026-W30,5.349850177764893,0.8312552102912334
LS-00348,2026-W30,5.349850177764893,0.866678849648083
LS-00349,2026-W30,5.349850177764893,0.8468832139291858
LS-00350,2026-W30,5.349850177764893,0.8363736819349467
LS-00351,2026-W30,5.349850177764893,0.8629531145115181
LS-00352,2026-W30,5.349850177764893,0.8512046153405481
LS-00353,2026-W30,5.349850177764893,0.8514928756704081
LS-00354,2026-W30,5.349850177764893,0.8560190937661428
LS-00355,2026-W30,5.349850177764893,0.8605930508401998
LS-00356,2026-W30,5.349850177764893,0.8597076099263998
LS-00357,2026-W30,5.349850177764893,0.8700996940530853
LS-00358,2026-W30,5.349850177764893,0.8652145261276285
LS-00359,2026-W30,5.349850177764893,0.8569443187398335
LS-00360,2026-W30,5.349850177764893,0.865062443570701
LS-00361,2026-W30,5.349850177764893,0.8704200721804497
LS-00362,2026-W30,5.349850177764893,0.8409549927657612
LS-00363,2026-W30,5.349850177764893,0.8611641644273744
LS-00364,2026-W30,5.349850177764893,0.7787641709426897
LS-00365,2026-W30,5.349850177764893,0.8301736299573148
LS-00366,2026-W30,5.349850177764893,0.804499325764511
LS-00367,2026-W30,5.349850177764893,0.8648040951021538
LS-00368,2026-W30,5.349850177764893,0.8778893745803268
LS-00369,2026-W30,5.349850177764893,0.8594420949550864
LS-00370,2026-W30,5.349850177764893,0.8631026630713514
LS-00371,2026-W30,5.349850177764893,0.862351215115126
LS-00372,2026-W30,5.349850177764893,0.8630526078958353
LS-00373,2026-W30,5.349850177764893,0.8585169550338945
LS-00374,2026-W30,5.349850177764893,0.8754282949194249
LS-00375,2026-W30,5.349850177764893,0.861721038649765
LS-00376,2026-W30,5.349850177764893,0.8647746179934646
LS-00377,2026-W30,5.349850177764893,0.8718197130028121
LS-00378,2026-W30,5.349850177764893,0.8649980799743152
LS-00379,2026-W30,5.349850177764893,0.8652277788321393
LS-00380,2026-W30,5.349850177764893,0.8734199921456368
LS-00381,2026-W30,5.349850177764893,0.8444238867966962
LS-00382,2026-W30,5.349850177764893,0.8614890392406325
LS-00383,2026-W30,5.349850177764893,0.8309371548463577
LS-00384,2026-W30,5.349850177764893,0.8579956943040619
LS-00385,2026-W30,5.349850177764893,0.8780160925308789
LS-00386,2026-W30,5.349850177764893,0.8636602014923349
LS-00387,2026-W30,5.349850177764893,0.8754025487562307
LS-00388,2026-W30,5.349850177764893,0.8542843346646852
LS-00389,2026-W30,5.349850177764893,0.8606312360439597
LS-00390,2026-W30,5.349850177764893,0.8772654972716154
LS-00391,2026-W30,5.349850177764893,0.8513704221267197
LS-00392,2026-W30,5.349850177764893,0.8574823369002923
LS-00393,2026-W30,5.349850177764893,0.8753114008075681
LS-00394,2026-W30,5.349850177764893,0.8690342358135975
LS-00395,2026-W30,5.349850177764893,0.8466846244071088
LS-00396,2026-W30,5.349850177764893,0.8712364685649077
LS-00397,2026-W30,5.349850177764893,0.8794795301134338
LS-00398,2026-W30,5.349850177764893,0.8761741170430923
LS-00399,2026-W30,5.349850177764893,0.8803847583544856
LS-00400,2026-W30,5.349850177764893,0.8804140990125477
LS-00401,2026-W30,5.349850177764893,0.877726075832186
LS-00402,2026-W30,5.349850177764893,0.8133853705521025
LS-00403,2026-W30,5.349850177764893,0.8830190241430256
LS-00404,2026-W30,5.349850177764893,0.8562407604685833
LS-00405,2026-W30,5.349850177764893,0.8171809911157747
LS-00406,2026-W30,5.349850177764893,0.8694225990334249
LS-00407,2026-W30,5.349850177764893,0.8328920646038916
LS-00408,2026-W30,4.636874675750732,0.8752041612069678
LS-00409,2026-W30,4.636874675750732,0.8741657919041929
LS-00410,2026-W30,4.636874675750732,0.8798528928213002
LS-00411,2026-W30,4.636874675750732,0.8828783294359295
LS-00412,2026-W30,4.636874675750732,0.8134201767347911
LS-00413,2026-W30,4.636874675750732,0.7680901482643082
LS-00414,2026-W30,4.636874675750732,0.6662200068424332
LS-00415,2026-W30,4.636874675750732,0.871635934814051
LS-00416,2026-W30,4.636874675750732,0.8761212175806261
LS-00417,2026-W30,4.636874675750732,0.873669422710482
LS-00418,2026-W30,4.636874675750732,0.8651651607191165
LS-00419,2026-W30,4.636874675750732,0.8588633212302156
LS-00420,2026-W30,4.636874675750732,0.8394232790962658
LS-00421,2026-W30,4.636874675750732,0.8276746613304387
LS-00422,2026-W30,4.636874675750732,0.832443749029191
LS-00423,2026-W30,4.636874675750732,0.8464913497019072
LS-00424,2026-W30,4.636874675750732,0.836502969924848
LS-00425,2026-W30,,0.7585059687400257
LS-00426,2026-W30,4.636874675750732,0.6527257048740672
LS-00427,2026-W30,4.636874675750732,0.7326016613538439
LS-00428,2026-W30,4.636874675750732,0.8495077306206544
