pixel_id,rbd_vh,burned,burned_area_hectares,rain_masked,cluster_mean_rbd_vh_burned,cluster_mean_rbd_vh_unburned
PX-235,0.980356242911018,False,0.0,False,5.6207525532984075,1.901463682474826
PX-236,0.9728733342822409,False,0.0,False,5.6207525532984075,1.901463682474826
PX-237,0.956878982332622,False,0.0,False,5.6207525532984075,1.901463682474826
PX-238,3.7665177478075478,False,0.0,False,5.6207525532984075,1.901463682474826
PX-239,3.5491681016403156,False,0.0,False,5.6207525532984075,1.901463682474826
PX-240,3.2393543549572925,False,0.0,False,5.6207525532984075,1.901463682474826
PX-241,2.786089821054153,False,0.0,False,5.6207525532984075,1.901463682474826
PX-242,2.7147906880913855,False,0.0,False,5.6207525532984075,1.901463682474826
PX-243,2.5803860289388307,False,0.0,False,5.6207525532984075,1.901463682474826
PX-244,2.181910954653098,False,0.0,False,5.6207525532984075,1.901463682474826
PX-245,2.0156931855620606,False,0.0,False,5.6207525532984075,1.901463682474826
PX-246,1.8415422925437213,False,0.0,False,5.6207525532984075,1.901463682474826
PX-247,1.7384797001031558,False,0.0,False,5.6207525532984075,1.901463682474826
PX-248,1.631768238910805,False,0.0,False,5.6207525532984075,1.901463682474826
PX-249,1.788321137130799,False,0.0,False,5.6207525532984075,1.901463682474826
PX-250,1.8941149896246028,False,0.0,False,5.6207525532984075,1.901463682474826
PX-251,2.014300689160965,False,0.0,False,5.6207525532984075,1.901463682474826
PX-252,2.0313521793809652,False,0.0,False,5.6207525532984075,1.901463682474826
PX-253,1.893057460288592,False,0.0,False,5.6207525532984075,1.901463682474826
PX-254,1.864495226370714,False,0.0,False,5.6207525532984075,1.901463682474826
PX-255,1.9868570547262774,False,0.0,False,5.6207525532984075,1.901463682474826
PX-256,2.128661727331055,False,0.0,False,5.6207525532984075,1.901463682474826
PX-257,2.467883452851856,False,0.0,False,5.6207525532984075,1.901463682474826
PX-258,2.437163968100597,False,0.0,False,5.6207525532984075,1.901463682474826
PX-259,2.238303526354221,False,0.0,False,5.6207525532984075,1.901463682474826
PX-260,1.9832607224157197,False,0.0,False,5.6207525532984075,1.901463682474826
PX-261,2.1172037864144375,False,0.0,False,5.6207525532984075,1.901463682474826
PX-262,2.3138706765647434,False,0.0,False,5.6207525532984075,1.901463682474826
PX-263,2.3413402653403512,False,0.0,False,5.6207525532984075,1.901463682474826
PX-264,2.4559915699678427,False,0.0,False,5.6207525532984075,1.901463682474826
PX-265,2.5036068477676796,False,0.0,False,5.6207525532984075,1.901463682474826
PX-266,2.066695719935659,False,0.0,False,5.6207525532984075,1.901463682474826
PX-267,2.094554305816475,False,0.0,False,5.6207525532984075,1.901463682474826
PX-268,2.033970200197956,False,0.0,False,5.6207525532984075,1.901463682474826
PX-269,2.1839712583488993,False,0.0,False,5.6207525532984075,1.901463682474826
PX-270,2.255609720115757,False,0.0,False,5.6207525532984075,1.901463682474826
PX-271,2.4650662458602337,False,0.0,False,5.6207525532984075,1.901463682474826
PX-272,2.5378225891035875,False,0.0,False,5.6207525532984075,1.901463682474826
PX-273,0.2792244535702384,False,0.0,False,5.6207525532984075,1.901463682474826
PX-274,0.7849259341346428,False,0.0,False,5.6207525532984075,1.901463682474826
PX-275,1.5428554712535512,False,0.0,False,5.6207525532984075,1.901463682474826
PX-276,2.1093027721048667,False,0.0,False,5.6207525532984075,1.901463682474826
PX-277,2.3508202167337675,False,0.0,False,5.6207525532984075,1.901463682474826
PX-278,2.483413720136239,False,0.0,False,5.6207525532984075,1.901463682474826
PX-279,2.4609368884418146,False,0.0,False,5.6207525532984075,1.901463682474826
PX-280,2.4076965189819433,False,0.0,False,5.6207525532984075,1.901463682474826
PX-281,2.469380860089986,False,0.0,False,5.6207525532984075,1.901463682474826
PX-282,2.572829054625318,False,0.0,False,5.6207525532984075,1.901463682474826
PX-283,2.6784415243452298,False,0.0,False,5.6207525532984075,1.901463682474826
PX-284,2.854461450960118,False,0.0,False,5.6207525532984075,1.901463682474826
PX-285,2.6776180332250057,False,0.0,False,5.6207525532984075,1.901463682474826
PX-286,2.8160315710771435,False,0.0,False,5.6207525532984075,1.901463682474826
PX-287,1.3019047942882178,False,0.0,False,5.6207525532984075,1.901463682474826
PX-288,1.6343039726825914,False,0.0,False,5.6207525532984075,1.901463682474826
PX-289,1.526585139818133,False,0.0,False,5.6207525532984075,1.901463682474826
PX-290,1.4608399924105413,False,0.0,False,5.6207525532984075,1.901463682474826
PX-291,1.3272950005293573,False,0.0,False,5.6207525532984075,1.901463682474826
PX-292,1.244058999462478,False,0.0,False,5.6207525532984075,1.901463682474826
PX-293,1.283285738461032,False,0.0,False,5.6207525532984075,1.901463682474826
PX-294,0.8754982373201301,False,0.0,False,5.6207525532984075,1.901463682474826
PX-295,0.8625159438303918,False,0.0,False,5.6207525532984075,1.901463682474826
PX-296,0.7815004417507598,False,0.0,False,5.6207525532984075,1.901463682474826
PX-297,0.24909626792426565,False,0.0,False,5.6207525532984075,1.901463682474826
PX-298,-0.04604164378440956,False,0.0,False,5.6207525532984075,1.901463682474826
PX-299,-0.025930482923822495,False,0.0,False,5.6207525532984075,1.901463682474826
PX-300,0.03611308480179609,False,0.0,False,5.6207525532984075,1.901463682474826
PX-301,2.9168252412207494,False,0.0,False,5.6207525532984075,1.901463682474826
PX-302,3.0432862887343877,False,0.0,False,5.6207525532984075,1.901463682474826
PX-303,3.2447248829891535,False,0.0,False,5.6207525532984075,1.901463682474826
PX-304,3.421013478402788,False,0.0,False,5.6207525532984075,1.901463682474826
PX-305,3.472159891407207,False,0.0,False,5.6207525532984075,1.901463682474826
PX-306,3.6324230261148927,False,0.0,False,5.6207525532984075,1.901463682474826
PX-307,3.5867199365713915,False,0.0,False,5.6207525532984075,1.901463682474826
PX-308,3.836624566789986,False,0.0,False,5.6207525532984075,1.901463682474826
PX-309,3.9957638277919347,False,0.0,False,5.6207525532984075,1.901463682474826
PX-310,4.289515978486891,False,0.0,False,5.6207525532984075,1.901463682474826
PX-311,4.542930607559407,True,1.0,False,5.6207525532984075,1.901463682474826
PX-312,4.393516123139495,True,1.0,False,5.6207525532984075,1.901463682474826
PX-313,4.045278558071203,False,0.0,False,5.6207525532984075,1.901463682474826
PX-314,3.78832176425626,False,0.0,False,5.6207525532984075,1.901463682474826
PX-315,3.6534398325395383,False,0.0,False,5.6207525532984075,1.901463682474826
PX-316,3.614080522578595,False,0.0,False,5.6207525532984075,1.901463682474826
PX-317,4.404869494771976,False,0.0,False,5.6207525532984075,1.901463682474826
PX-318,3.9712527064355143,False,0.0,False,5.6207525532984075,1.901463682474826
PX-319,3.1959139635667793,False,0.0,False,5.6207525532984075,1.901463682474826
PX-320,2.4503613060599587,False,0.0,False,5.6207525532984075,1.901463682474826
PX-321,1.4157210217978555,False,0.0,False,5.6207525532984075,1.901463682474826
PX-322,0.7081419967438105,False,0.0,False,5.6207525532984075,1.901463682474826
PX-323,0.33740395387588507,False,0.0,False,5.6207525532984075,1.901463682474826
PX-324,0.2872144674117614,False,0.0,False,5.6207525532984075,1.901463682474826
PX-325,1.1030285509009765,False,0.0,False,5.6207525532984075,1.901463682474826
PX-326,2.3801092955580074,False,0.0,False,5.6207525532984075,1.901463682474826
PX-327,-2.0987864936454788,False,0.0,False,5.6207525532984075,1.901463682474826
PX-328,-1.1920153211417457,False,0.0,False,5.6207525532984075,1.901463682474826
PX-329,-0.4111148191519334,False,0.0,False,5.6207525532984075,1.901463682474826
PX-330,0.6057003393492089,False,0.0,False,5.6207525532984075,1.901463682474826
PX-331,0.8993801154234013,False,0.0,False,5.6207525532984075,1.901463682474826
PX-332,0.900275291170864,False,0.0,False,5.6207525532984075,1.901463682474826
PX-333,0.9498614329411588,False,0.0,False,5.6207525532984075,1.901463682474826
PX-334,0.8972972952053464,False,0.0,False,5.6207525532984075,1.901463682474826
PX-335,0.716663503412498,False,0.0,False,5.6207525532984075,1.901463682474826
PX-336,3.907381832149067,True,1.0,False,5.6207525532984075,1.901463682474826
PX-337,3.343614149544635,False,0.0,False,5.6207525532984075,1.901463682474826
PX-338,3.3351509367047267,False,0.0,False,5.6207525532984075,1.901463682474826
PX-339,2.752873885608965,False,0.0,False,5.6207525532984075,1.901463682474826
PX-340,2.3478010757600796,False,0.0,False,5.6207525532984075,1.901463682474826
PX-341,2.411963758997059,False,0.0,False,5.6207525532984075,1.901463682474826
PX-342,2.458261271101888,False,0.0,False,5.6207525532984075,1.901463682474826
PX-343,2.384394753586113,False,0.0,False,5.6207525532984075,1.901463682474826
PX-344,2.2346014089680555,False,0.0,False,5.6207525532984075,1.901463682474826
PX-345,2.1271960772477616,False,0.0,False,5.6207525532984075,1.901463682474826
PX-346,2.198626647611464,False,0.0,False,5.6207525532984075,1.901463682474826
PX-347,2.121547166858665,False,0.0,False,5.6207525532984075,1.901463682474826
PX-348,2.3569803452044713,False,0.0,False,5.6207525532984075,1.901463682474826
PX-349,2.3880011359758857,False,0.0,False,5.6207525532984075,1.901463682474826
