grid_id,iso_week,score_255,risk_category,factor_breakdown
LS-00458,2026-W31,0.0,masked,"{'slope_score': 3.0, 'rainfall_score': 1.0, 'ndvi_score': None, 'drainage_score': 1.0, 'landuse_score': 1.0, 'soil_score': 4.0, 'aspect_score': 4.0}"
LS-00459,2026-W31,0.0,masked,"{'slope_score': 3.0, 'rainfall_score': 1.0, 'ndvi_score': None, 'drainage_score': 1.0, 'landuse_score': 1.0, 'soil_score': 4.0, 'aspect_score': 4.0}"
LS-00460,2026-W31,0.0,masked,"{'slope_score': 3.0, 'rainfall_score': 1.0, 'ndvi_score': None, 'drainage_score': 1.0, 'landuse_score': 1.0, 'soil_score': 4.0, 'aspect_score': 2.0}"
LS-00461,2026-W31,0.0,masked,"{'slope_score': 3.0, 'rainfall_score': 1.0, 'ndvi_score': None, 'drainage_score': 1.0, 'landuse_score': 1.0, 'soil_score': 4.0, 'aspect_score': 3.0}"
LS-00462,2026-W31,0.0,masked,"{'slope_score': 2.0, 'rainfall_score': 1.0, 'ndvi_score': None, 'drainage_score': 1.0, 'landuse_score': 1.0, 'soil_score': 4.0, 'aspect_score': 4.0}"
LS-00463,2026-W31,0.0,masked,"{'slope_score': 2.0, 'rainfall_score': 1.0, 'ndvi_score': None, 'drainage_score': 1.0, 'landuse_score': 1.0, 'soil_score': 4.0, 'aspect_score': 3.0}"
LS-00464,2026-W31,0.0,masked,"{'slope_score': 3.0, 'rainfall_score': 1.0, 'ndvi_score': None, 'drainage_score': 1.0, 'landuse_score': 1.0, 'soil_score': 4.0, 'aspect_score': 2.0}"
LS-00465,2026-W31,0.0,masked,"{'slope_score': 3.0, 'rainfall_score': 1.0, 'ndvi_score': None, 'drainage_score': 1.0, 'landuse_score': 1.0, 'soil_score': 4.0, 'aspect_score': 2.0}"
LS-00466,2026-W31,0.0,masked,"{'slope_score': 3.0, 'rainfall_score': 1.0, 'ndvi_score': None, 'drainage_score': 1.0, 'landuse_score': 1.0, 'soil_score': 4.0, 'aspect_score': 4.0}"
LS-00467,2026-W31,0.0,masked,"{'slope_score': 3.0, 'rainfall_score': 1.0, 'ndvi_score': None, 'drainage_score': 1.0, 'landuse_score': 1.0, 'soil_score': 4.0, 'aspect_score': 4.0}"
LS-00468,2026-W31,0.0,masked,"{'slope_score': 3.0, 'rainfall_score': 1.0, 'ndvi_score': None, 'drainage_score': 1.0, 'landuse_score': 1.0, 'soil_score': 4.0, 'aspect_score': 4.0}"
LS-00469,2026-W31,0.0,masked,"{'slope_score': 3.0, 'rainfall_score': 1.0, 'ndvi_score': None, 'drainage_score': 1.0, 'landuse_score': 1.0, 'soil_score': 4.0, 'aspect_score': 4.0}"
LS-00470,2026-W31,0.0,masked,"{'slope_score': 3.0, 'rainfall_score': 1.0, 'ndvi_score': None, 'drainage_score': 1.0, 'landuse_score': 1.0, 'soil_score': 4.0, 'aspect_score': 4.0}"
LS-00471,2026-W31,0.0,masked,"{'slope_score': 3.0, 'rainfall_score': 1.0, 'ndvi_score': None, 'drainage_score': 1.0, 'landuse_score': 1.0, 'soil_score': 4.0, 'aspect_score': 2.0}"
LS-00472,2026-W31,0.0,masked,"{'slope_score': 3.0, 'rainfall_score': 1.0, 'ndvi_score': None, 'drainage_score': 1.0, 'landuse_score': 1.0, 'soil_score': 4.0, 'aspect_score': 2.0}"
LS-00473,2026-W31,0.0,masked,"{'slope_score': 3.0, 'rainfall_score': 1.0, 'ndvi_score': None, 'drainage_score': 1.0, 'landuse_score': 1.0, 'soil_score': 4.0, 'aspect_score': 3.0}"
LS-00474,2026-W31,0.0,masked,"{'slope_score': 3.0, 'rainfall_score': 1.0, 'ndvi_score': None, 'drainage_score': 1.0, 'landuse_score': 1.0, 'soil_score': 4.0, 'aspect_score': 4.0}"
LS-00475,2026-W31,0.0,masked,"{'slope_score': 2.0, 'rainfall_score': 1.0, 'ndvi_score': None, 'drainage_score': 1.0, 'landuse_score': 1.0, 'soil_score': 4.0, 'aspect_score': 2.0}"
LS-00476,2026-W31,0.0,masked,"{'slope_score': 3.0, 'rainfall_score': 1.0, 'ndvi_score': None, 'drainage_score': 1.0, 'landuse_score': 1.0, 'soil_score': 4.0, 'aspect_score': 3.0}"
LS-00477,2026-W31,0.0,masked,"{'slope_score': 3.0, 'rainfall_score': 1.0, 'ndvi_score': None, 'drainage_score': 1.0, 'landuse_score': 1.0, 'soil_score': 4.0, 'aspect_score': 4.0}"
LS-00478,2026-W31,0.0,masked,"{'slope_score': 3.0, 'rainfall_score': 1.0, 'ndvi_score': None, 'drainage_score': 1.0, 'landuse_score': 1.0, 'soil_score': 4.0, 'aspect_score': 4.0}"
LS-00479,2026-W31,0.0,masked,"{'slope_score': 2.0, 'rainfall_score': 1.0, 'ndvi_score': None, 'drainage_score': 1.0, 'landuse_score': 1.0, 'soil_score': 4.0, 'aspect_score': 3.0}"
LS-00480,2026-W31,0.0,masked,"{'slope_score': 2.0, 'rainfall_score': 1.0, 'ndvi_score': None, 'drainage_score': 1.0, 'landuse_score': 1.0, 'soil_score': 4.0, 'aspect_score': 3.0}"
LS-00481,2026-W31,0.0,masked,"{'slope_score': 2.0, 'rainfall_score': 1.0, 'ndvi_score': None, 'drainage_score': 1.0, 'landuse_score': 1.0, 'soil_score': 4.0, 'aspect_score': 2.0}"
LS-00482,2026-W31,0.0,masked,"{'slope_score': 2.0, 'rainfall_score': 1.0, 'ndvi_score': None, 'drainage_score': 1.0, 'landuse_score': 1.0, 'soil_score': 4.0, 'aspect_score': 4.0}"
LS-00483,2026-W31,0.0,masked,"{'slope_score': 2.0, 'rainfall_score': 1.0, 'ndvi_score': None, 'drainage_score': 1.0, 'landuse_score': 1.0, 'soil_score': 4.0, 'aspect_score': 2.0}"
LS-00484,2026-W31,0.0,masked,"{'slope_score': 2.0, 'rainfall_score': 1.0, 'ndvi_score': None, 'drainage_score': 1.0, 'landuse_score': 1.0, 'soil_score': 4.0, 'aspect_score': 2.0}"
LS-00485,2026-W31,0.0,masked,"{'slope_score': 2.0, 'rainfall_score': 1.0, 'ndvi_score': None, 'drainage_score': 1.0, 'landuse_score': 1.0, 'soil_score': 4.0, 'aspect_score': 2.0}"
LS-00486,2026-W31,0.0,masked,"{'slope_score': 2.0, 'rainfall_score': 1.0, 'ndvi_score': None, 'drainage_score': 1.0, 'landuse_score': 1.0, 'soil_score': 4.0, 'aspect_score': 4.0}"
LS-00487,2026-W31,0.0,masked,"{'slope_score': 2.0, 'rainfall_score': 1.0, 'ndvi_score': None, 'drainage_score': 1.0, 'landuse_score': 1.0, 'soil_score': 4.0, 'aspect_score': 2.0}"
LS-00488,2026-W31,0.0,masked,"{'slope_score': 3.0, 'rainfall_score': 1.0, 'ndvi_score': None, 'drainage_score': 1.0, 'landuse_score': 2.0, 'soil_score': 4.0, 'aspect_score': 3.0}"
LS-00489,2026-W31,0.0,masked,"{'slope_score': 2.0, 'rainfall_score': 1.0, 'ndvi_score': None, 'drainage_score': 1.0, 'landuse_score': 2.0, 'soil_score': 4.0, 'aspect_score': 2.0}"
LS-00490,2026-W31,0.0,masked,"{'slope_score': 2.0, 'rainfall_score': 1.0, 'ndvi_score': None, 'drainage_score': 1.0, 'landuse_score': 2.0, 'soil_score': 4.0, 'aspect_score': 2.0}"
LS-00491,2026-W31,0.0,masked,"{'slope_score': 2.0, 'rainfall_score': 1.0, 'ndvi_score': None, 'drainage_score': 1.0, 'landuse_score': 1.0, 'soil_score': 4.0, 'aspect_score': 3.0}"
LS-00492,2026-W31,0.0,masked,"{'slope_score': 3.0, 'rainfall_score': 1.0, 'ndvi_score': None, 'drainage_score': 1.0, 'landuse_score': 1.0, 'soil_score': 4.0, 'aspect_score': 2.0}"
LS-00493,2026-W31,0.0,masked,"{'slope_score': 2.0, 'rainfall_score': 1.0, 'ndvi_score': None, 'drainage_score': 1.0, 'landuse_score': 2.0, 'soil_score': 4.0, 'aspect_score': 4.0}"
LS-00494,2026-W31,0.0,masked,"{'slope_score': 3.0, 'rainfall_score': 1.0, 'ndvi_score': None, 'drainage_score': 1.0, 'landuse_score': 1.0, 'soil_score': 4.0, 'aspect_score': 4.0}"
LS-00495,2026-W31,0.0,masked,"{'slope_score': 3.0, 'rainfall_score': 1.0, 'ndvi_score': None, 'drainage_score': 1.0, 'landuse_score': 1.0, 'soil_score': 4.0, 'aspect_score': 4.0}"
LS-00496,2026-W31,0.0,masked,"{'slope_score': 3.0, 'rainfall_score': 1.0, 'ndvi_score': None, 'drainage_score': 1.0, 'landuse_score': 1.0, 'soil_score': 4.0, 'aspect_score': 4.0}"
LS-00497,2026-W31,0.0,masked,"{'slope_score': 4.0, 'rainfall_score': 1.0, 'ndvi_score': None, 'drainage_score': 1.0, 'landuse_score': 1.0, 'soil_score': 4.0, 'aspect_score': 2.0}"
LS-00498,2026-W31,0.0,masked,"{'slope_score': 3.0, 'rainfall_score': 1.0, 'ndvi_score': None, 'drainage_score': 1.0, 'landuse_score': 1.0, 'soil_score': 4.0, 'aspect_score': 2.0}"
LS-00499,2026-W31,0.0,masked,"{'slope_score': 3.0, 'rainfall_score': 1.0, 'ndvi_score': None, 'drainage_score': 1.0, 'landuse_score': 1.0, 'soil_score': 4.0, 'aspect_score': 2.0}"
LS-00500,2026-W31,0.0,masked,"{'slope_score': 3.0, 'rainfall_score': 1.0, 'ndvi_score': None, 'drainage_score': 1.0, 'landuse_score': 1.0, 'soil_score': 4.0, 'aspect_score': 2.0}"
