grid_id,slope_degrees,aspect_class,land_cover_class,soil_texture_class,drainage_distance_m,iso_week,cumulative_rainfall_mm,ndvi,slope_score,rainfall_score,ndvi_score,drainage_score,landuse_score,soil_score,aspect_score,masked
LS-00197,34.267689911715955,SW,Tree cover,clay loam,10101.147320354257,2026-W31,5.579044342041016,,4,1.0,,1,1,4.0,4,True
LS-00198,15.68034811390743,SW,Tree cover,clay loam,10101.147320354257,2026-W31,5.579044342041016,,3,1.0,,1,1,4.0,4,True
LS-00199,28.039875813066217,N,Tree cover,clay loam,9811.624973168755,2026-W31,5.579044342041016,,3,1.0,,1,1,4.0,2,True
LS-00200,16.3716872525113,SW,Tree cover,clay loam,9794.827981098728,2026-W31,5.579044342041016,,3,1.0,,1,1,4.0,4,True
LS-00201,31.6587584622015,N,Tree cover,clay loam,9811.624973168755,2026-W31,5.579044342041016,,4,1.0,,1,1,4.0,2,True
LS-00202,33.93514930042312,SW,Tree cover,clay loam,9770.26463785654,2026-W31,5.579044342041016,,4,1.0,,1,1,4.0,4,True
LS-00203,26.989349581695894,SW,Tree cover,clay loam,9692.05942826183,2026-W31,5.579044342041016,,3,1.0,,1,1,4.0,4,True
LS-00204,28.38900982786523,E,Tree cover,clay loam,9659.811848009198,2026-W31,5.579044342041016,,3,1.0,,1,1,4.0,3,True
LS-00205,34.811738288432885,NE,Tree cover,clay loam,9450.20257636708,2026-W31,5.579044342041016,,4,1.0,,1,1,4.0,2,True
LS-00206,25.705009530222203,NE,Tree cover,clay loam,9656.492576936458,2026-W31,5.579044342041016,,3,1.0,,1,1,4.0,2,True
LS-00207,33.6844428652494,N,Tree cover,clay loam,9490.246573793058,2026-W31,5.579044342041016,0.7223675822479994,4,1.0,1.0,1,1,4.0,2,False
LS-00208,21.497782015339684,N,Tree cover,clay loam,11072.86953125747,2026-W31,9.924671173095703,,3,1.0,,1,1,4.0,2,True
LS-00209,21.21591976553639,SE,Tree cover,clay loam,11072.86953125747,2026-W31,9.924671173095703,,3,1.0,,1,1,4.0,4,True
LS-00210,22.1825040304888,SE,Tree cover,loam,11339.967574717748,2026-W31,9.924671173095703,,3,1.0,,1,1,2.0,4,True
LS-00211,29.11603206702641,N,Tree cover,clay loam,11072.86953125747,2026-W31,9.924671173095703,,3,1.0,,1,1,4.0,2,True
LS-00212,23.30172168225443,NE,Tree cover,clay loam,11072.86953125747,2026-W31,9.924671173095703,,3,1.0,,1,1,4.0,2,True
LS-00213,28.68587447180458,N,Tree cover,loam,11337.642974741768,2026-W31,9.924671173095703,,3,1.0,,1,1,2.0,2,True
LS-00214,20.141584514083544,SE,Tree cover,clay loam,11072.86953125747,2026-W31,9.924671173095703,,3,1.0,,1,1,4.0,4,True
LS-00215,16.226061279003233,E,Tree cover,clay loam,11072.86953125747,2026-W31,9.924671173095703,,3,1.0,,1,1,4.0,3,True
LS-00216,14.239535839853545,SE,Tree cover,loam,11335.83346272557,2026-W31,9.924671173095703,,2,1.0,,1,1,2.0,4,True
LS-00217,21.41405835693984,SE,Tree cover,clay loam,10792.263849124327,2026-W31,8.05623984336853,0.707782181831043,3,1.0,1.0,1,1,4.0,4,False
LS-00218,29.300023309480714,N,Tree cover,clay loam,11072.86953125747,2026-W31,9.924671173095703,,3,1.0,,1,1,4.0,2,True
LS-00219,21.669383637413414,E,Tree cover,clay loam,11072.86953125747,2026-W31,9.924671173095703,,3,1.0,,1,1,4.0,3,True
LS-00220,17.531683189209687,N,Tree cover,clay loam,11072.86953125747,2026-W31,9.924671173095703,,3,1.0,,1,1,4.0,2,True
LS-00221,22.59567496880673,SE,Tree cover,clay loam,10998.94913840355,2026-W31,9.872280296869576,,3,1.0,,1,1,4.0,4,True
LS-00222,17.818304411085233,E,Tree cover,clay loam,11072.86953125747,2026-W31,9.924671173095703,,3,1.0,,1,1,4.0,3,True
LS-00223,24.355159532593976,NE,Tree cover,clay loam,10997.401453209199,2026-W31,9.869321302681119,,3,1.0,,1,1,4.0,2,True
LS-00224,18.39716464603493,E,Tree cover,clay loam,11072.86953125747,2026-W31,9.924671173095703,,3,1.0,,1,1,4.0,3,True
LS-00225,25.997175236522178,S,Tree cover,clay loam,10711.051350643442,2026-W31,7.7078842259943485,0.5261155404058787,3,1.0,2.0,1,1,4.0,4,False
LS-00226,27.01763609741994,SE,Tree cover,clay loam,10792.263849124329,2026-W31,8.05623984336853,,3,1.0,,1,1,4.0,4,True
LS-00227,24.57670219424113,SE,Tree cover,clay loam,10791.16343468459,2026-W31,8.05623984336853,0.5047253469988306,3,1.0,2.0,1,1,4.0,4,False
LS-00228,25.735561289474692,SE,Tree cover,clay loam,10462.889971843237,2026-W31,5.579044342041016,,3,1.0,,1,1,4.0,4,True
LS-00229,33.49551946755011,SE,Tree cover,clay loam,10421.569939313367,2026-W31,5.579044342041016,,4,1.0,,1,1,4.0,4,True
LS-00230,32.54070662791252,S,Tree cover,clay loam,10421.569939313367,2026-W31,5.579044342041016,,4,1.0,,1,1,4.0,4,True
LS-00231,32.41970417567279,S,Tree cover,clay loam,10421.569939313367,2026-W31,5.579044342041016,,4,1.0,,1,1,4.0,4,True
LS-00232,24.620526421011462,NE,Tree cover,clay loam,10421.569939313367,2026-W31,5.579044342041016,,3,1.0,,1,1,4.0,2,True
LS-00233,20.477810255532123,SE,Tree cover,clay loam,10666.942606971448,2026-W31,7.669178046286107,0.6128513439466459,3,1.0,1.0,1,1,4.0,4,False
LS-00234,21.226832884277286,N,Tree cover,clay loam,10421.569939313367,2026-W31,5.579044342041016,0.6267768985214848,3,1.0,1.0,1,1,4.0,2,False
LS-00235,29.38904358039057,N,Tree cover,clay loam,10421.569939313367,2026-W31,5.579044342041016,0.6573665395266977,3,1.0,1.0,1,1,4.0,2,False
LS-00236,27.270996228633585,NE,Tree cover,clay loam,10421.569939313367,2026-W31,5.579044342041016,0.6869703618544658,3,1.0,1.0,1,1,4.0,2,False
LS-00237,32.731107670787964,N,Tree cover,clay loam,10665.311853638406,2026-W31,7.6595015013590455,0.6633669855041315,4,1.0,1.0,1,1,4.0,2,False
LS-00238,20.99791713726505,S,Tree cover,clay loam,10792.263849124329,2026-W31,8.05623984336853,0.6624172641733854,3,1.0,1.0,1,1,4.0,4,False
LS-00239,25.76492529613376,E,Tree cover,loam,11046.179961279253,2026-W31,8.05623984336853,0.7442063762143697,3,1.0,1.0,1,1,2.0,3,False
LS-00240,26.064624961905935,E,Tree cover,clay loam,10752.177323105307,2026-W31,8.05623984336853,0.7233008417434579,3,1.0,1.0,1,1,4.0,3,False
LS-00241,25.02989303479159,SE,Tree cover,loam,11008.769913037422,2026-W31,8.05623984336853,0.7541123026744837,3,1.0,1.0,1,1,2.0,4,False
LS-00242,26.355925025662366,NE,Tree cover,clay loam,10752.177323105307,2026-W31,8.05623984336853,0.739245630149007,3,1.0,1.0,1,1,4.0,2,False
LS-00243,30.836055373880864,SE,Tree cover,clay loam,10752.177323105307,2026-W31,8.05623984336853,0.6988761475657758,4,1.0,1.0,1,1,4.0,4,False
LS-00244,31.986178010509864,SE,Tree cover,clay loam,10752.177323105307,2026-W31,8.05623984336853,0.6926314282114028,4,1.0,1.0,1,1,4.0,4,False
LS-00245,26.321440344875295,SE,Tree cover,clay loam,10993.947803202329,2026-W31,8.05623984336853,0.7154485992890331,3,1.0,1.0,1,1,4.0,4,False
LS-00246,32.34643510046019,SE,Tree cover,clay loam,10997.744450188777,2026-W31,8.05623984336853,0.695596018760358,4,1.0,1.0,1,1,4.0,4,False
LS-00247,33.66732797270575,SE,Tree cover,clay loam,10752.177323105307,2026-W31,8.05623984336853,0.6688630926553311,4,1.0,1.0,1,1,4.0,4,False
LS-00248,33.05709458796006,SE,Tree cover,clay loam,10752.177323105307,2026-W31,8.05623984336853,0.5666611936213427,4,1.0,2.0,1,1,4.0,4,False
LS-00249,30.23287983991217,SE,Tree cover,clay loam,10752.177323105307,2026-W31,8.05623984336853,0.5919073228409958,4,1.0,2.0,1,1,4.0,4,False
LS-00250,33.69074389923805,S,Tree cover,clay loam,10669.525477157322,2026-W31,7.688531136140227,0.5494912213133663,4,1.0,2.0,1,1,4.0,4,False
LS-00251,25.107672773712505,SE,Tree cover,clay loam,10752.177323105307,2026-W31,8.05623984336853,0.6371227793024469,3,1.0,1.0,1,1,4.0,4,False
LS-00252,33.2125582010011,SE,Tree cover,clay loam,10752.177323105307,2026-W31,8.05623984336853,0.6584078546388682,4,1.0,1.0,1,1,4.0,4,False
LS-00253,25.548700428207447,N,Tree cover,clay loam,10752.177323105307,2026-W31,8.05623984336853,0.6665710254716068,3,1.0,1.0,1,1,4.0,2,False
LS-00254,21.42712215808493,SE,Tree cover,clay loam,10752.177323105307,2026-W31,8.05623984336853,0.6582284324369164,3,1.0,1.0,1,1,4.0,4,False
LS-00255,31.70056988114049,N,Tree cover,clay loam,10752.177323105307,2026-W31,8.05623984336853,0.6856528304764705,4,1.0,1.0,1,1,4.0,2,False
LS-00256,28.813984630757815,N,Tree cover,clay loam,10752.177323105307,2026-W31,8.05623984336853,0.6957539798280382,3,1.0,1.0,1,1,4.0,2,False
LS-00257,16.433849406755733,N,Tree cover,clay loam,10461.80154701224,2026-W31,8.05623984336853,0.7304453638994414,3,1.0,1.0,1,1,4.0,2,False
LS-00258,31.966363626951633,SE,Tree cover,clay loam,10752.177323105307,2026-W31,8.05623984336853,0.6764784054969032,4,1.0,1.0,1,1,4.0,4,False
LS-00259,20.17180049378069,N,Tree cover,clay loam,10752.177323105307,2026-W31,8.05623984336853,0.6824188276208462,3,1.0,1.0,1,1,4.0,2,False
LS-00260,21.186718378179762,SE,Tree cover,clay loam,10752.177323105307,2026-W31,8.05623984336853,0.6783669604597988,3,1.0,1.0,1,1,4.0,4,False
LS-00261,30.2815439557207,SE,Tree cover,clay loam,10996.491556683248,2026-W31,8.05623984336853,0.7031194635362789,4,1.0,1.0,1,1,4.0,4,False
LS-00262,28.579408082816542,NW,Tree cover,clay loam,10421.615613713644,2026-W31,8.05623984336853,0.7117042826925443,3,1.0,1.0,1,1,4.0,2,False
LS-00263,18.3293433381585,N,Tree cover,clay loam,10670.86367902012,2026-W31,8.05623984336853,0.706853310697212,3,1.0,1.0,1,1,4.0,2,False
LS-00264,34.78473460558549,N,Tree cover,clay loam,10421.615613713644,2026-W31,8.05623984336853,0.7417771409661735,4,1.0,1.0,1,1,4.0,2,False
LS-00265,23.911525131759966,N,Tree cover,sandy clay loam,10668.280797514351,2026-W31,8.05623984336853,0.7440384314823333,3,1.0,1.0,1,1,4.0,2,False
LS-00266,24.991213811088695,N,Tree cover,sandy clay loam,10421.615613713644,2026-W31,8.05623984336853,0.7645780119345785,3,1.0,1.0,1,1,4.0,2,False
LS-00267,32.26357939903477,NW,Tree cover,sandy clay loam,10421.615613713644,2026-W31,8.05623984336853,0.742698501696909,4,1.0,1.0,1,1,4.0,2,False
LS-00268,24.01989427364885,NE,Tree cover,clay loam,10421.569939313367,2026-W31,5.579044342041016,0.6667218918141181,3,1.0,1.0,1,1,4.0,2,False
LS-00269,24.287489499140353,E,Tree cover,clay loam,10421.569939313367,2026-W31,5.579044342041016,0.6856501909568243,3,1.0,1.0,1,1,4.0,3,False
LS-00270,20.40163214595606,E,Tree cover,clay loam,10421.569939313367,2026-W31,5.579044342041016,0.6862510556048903,3,1.0,1.0,1,1,4.0,3,False
LS-00271,22.105109242011345,N,Tree cover,clay loam,10662.718854549841,2026-W31,7.640148411504924,0.6911845167755782,3,1.0,1.0,1,1,4.0,2,False
LS-00272,20.977450607348462,E,Tree cover,clay loam,10373.71021841577,2026-W31,7.620795321650803,0.730452741393338,3,1.0,1.0,1,1,4.0,3,False
LS-00273,17.472991970805616,E,Tree cover,clay loam,10141.238884053468,2026-W31,5.579044342041016,0.7058196410378844,3,1.0,1.0,1,1,4.0,3,False
LS-00274,23.97753303027847,N,Tree cover,clay loam,10141.238884053468,2026-W31,5.579044342041016,0.6930765421148704,3,1.0,1.0,1,1,4.0,2,False
LS-00275,22.954153625244818,N,Tree cover,sandy clay loam,10101.19159044491,2026-W31,5.579044342041016,0.6994976411799781,3,1.0,1.0,1,1,4.0,2,False
LS-00276,21.662441941233194,E,Tree cover,sandy clay loam,10330.24470082842,2026-W31,7.601442231796681,0.7331968947182689,3,1.0,1.0,1,1,4.0,3,False
LS-00277,19.303231794719185,N,Tree cover,sandy clay loam,10101.19159044491,2026-W31,5.579044342041016,0.7136169475547842,3,1.0,1.0,1,1,4.0,2,False
LS-00278,25.268190427560576,N,Tree cover,clay loam,10453.377770843807,2026-W31,8.05623984336853,0.7328927069137675,3,1.0,1.0,1,1,4.0,2,False
LS-00279,20.506573038471885,N,Tree cover,sandy clay loam,10421.615613713644,2026-W31,8.05623984336853,0.7524822498629681,3,1.0,1.0,1,1,4.0,2,False
LS-00280,19.022206865833923,E,Tree cover,sandy clay loam,10421.615613713644,2026-W31,8.05623984336853,0.7453072194629834,3,1.0,1.0,1,1,4.0,3,False
LS-00281,19.751432240649773,E,Tree cover,sandy clay loam,10421.615613713644,2026-W31,8.05623984336853,0.7566762343207474,3,1.0,1.0,1,1,4.0,3,False
LS-00282,17.817640434521735,NE,Tree cover,sandy clay loam,10421.615613713644,2026-W31,8.05623984336853,0.7769359906457087,3,1.0,1.0,1,1,4.0,2,False
LS-00283,13.964920580965797,N,Tree cover,sandy clay loam,10421.615613713644,2026-W31,8.05623984336853,0.7561472386836512,2,1.0,1.0,1,1,4.0,2,False
LS-00284,12.397462003604714,E,Tree cover,clay loam,10101.235860341545,2026-W31,8.05623984336853,0.7771923142718311,2,1.0,1.0,1,1,4.0,3,False
LS-00285,17.662099952088877,SE,Tree cover,sandy clay loam,10101.235860341545,2026-W31,8.05623984336853,0.7759959796659541,3,1.0,1.0,1,1,4.0,4,False
LS-00286,18.835033572827893,SE,Tree cover,clay loam,10101.235860341545,2026-W31,8.05623984336853,0.768526796509688,3,1.0,1.0,1,1,4.0,4,False
LS-00287,18.496220697343144,E,Tree cover,sandy clay loam,10101.235860341545,2026-W31,8.05623984336853,0.7666923790297427,3,1.0,1.0,1,1,4.0,3,False
LS-00288,23.41106811734998,NW,Tree cover,sandy clay loam,10666.989356761469,2026-W31,8.05623984336853,0.7414764342186424,3,1.0,1.0,1,1,4.0,2,False
LS-00289,23.025576677166917,NW,Tree cover,sandy clay loam,10421.615613713644,2026-W31,8.05623984336853,0.7695861656239605,3,1.0,1.0,1,1,4.0,2,False
LS-00290,14.42305788257778,N,Tree cover,sandy clay loam,10421.615613713644,2026-W31,8.05623984336853,0.7536613423989325,2,1.0,1.0,1,1,4.0,2,False
LS-00291,15.219855540288727,N,Tree cover,sandy clay loam,10421.615613713644,2026-W31,8.05623984336853,0.7681701053578835,3,1.0,1.0,1,1,4.0,2,False
LS-00292,15.588819673829617,NW,Tree cover,sandy clay loam,10421.615613713644,2026-W31,8.05623984336853,0.7687651853871159,3,1.0,1.0,1,1,4.0,2,False
LS-00293,15.561163730722257,E,Tree cover,sandy clay loam,10421.615613713644,2026-W31,8.05623984336853,0.7669349459843746,3,1.0,1.0,1,1,4.0,3,False
LS-00294,23.39168518723794,NW,Tree cover,sandy clay loam,10664.406475255702,2026-W31,8.05623984336853,0.7596487803219839,3,1.0,1.0,1,1,4.0,2,False
LS-00295,14.058742389611327,N,Tree cover,sandy clay loam,10348.819585388053,2026-W31,8.05623984336853,0.7621610155334002,2,1.0,1.0,1,1,4.0,2,False
LS-00296,16.77444643749443,NE,Tree cover,clay loam,10101.235860341545,2026-W31,8.05623984336853,0.7829477586507148,3,1.0,1.0,1,1,4.0,2,False
LS-00297,11.554867660801948,N,Tree cover,clay loam,10101.235860341545,2026-W31,8.05623984336853,0.7704797906142988,2,1.0,1.0,1,1,4.0,2,False
LS-00298,21.808939035617882,N,Tree cover,sandy clay loam,10335.07773881625,2026-W31,7.591765686869622,0.7535659688278299,3,1.0,1.0,1,1,4.0,2,False
LS-00299,24.257137716891204,E,Tree cover,sandy clay loam,10101.19159044491,2026-W31,5.579044342041016,0.7150737684997378,3,1.0,1.0,1,1,4.0,3,False
LS-00300,24.324217495948012,N,Tree cover,sandy clay loam,10101.19159044491,2026-W31,5.579044342041016,0.7316970231461527,3,1.0,1.0,1,1,4.0,2,False
LS-00301,29.66409704855142,E,Tree cover,sandy clay loam,10101.19159044491,2026-W31,5.579044342041016,0.7193783549478806,3,1.0,1.0,1,1,4.0,3,False
LS-00302,16.41538983608251,N,Tree cover,sandy clay loam,10320.366387030217,2026-W31,7.5724125970155,0.7652037385790343,3,1.0,1.0,1,1,4.0,2,False
LS-00303,21.795663985000292,E,Tree cover,sandy clay loam,10101.19159044491,2026-W31,5.579044342041016,0.743935279786075,3,1.0,1.0,1,1,4.0,3,False
LS-00304,22.150706097079222,SE,Tree cover,sandy clay loam,10000.406112576124,2026-W31,7.55305950716138,0.7237741538922516,3,1.0,1.0,1,1,4.0,4,False
LS-00305,24.41805284062707,SE,Tree cover,clay loam,9794.284568507961,2026-W31,5.579044342041016,0.7193441129297122,3,1.0,1.0,1,1,4.0,4,False
LS-00306,19.600773741236676,E,Tree cover,clay loam,9810.87562698552,2026-W31,5.579044342041016,0.730622444194999,3,1.0,1.0,1,1,4.0,3,False
LS-00307,21.045371921708497,N,Tree cover,clay loam,9770.307457419138,2026-W31,5.579044342041016,0.7596175059538326,3,1.0,1.0,1,1,4.0,2,False
LS-00308,26.82215692826798,N,Tree cover,loam,11403.193681623803,2026-W31,9.924671173095703,,3,1.0,,1,1,2.0,2,True
LS-00309,22.671739253746665,N,Tree cover,clay loam,11403.193681623803,2026-W31,9.924671173095703,,3,1.0,,1,1,4.0,2,True
LS-00310,25.737677142292707,N,Tree cover,loam,11403.193681623803,2026-W31,9.924671173095703,,3,1.0,,1,1,2.0,2,True
LS-00311,18.484526794331973,NE,Tree cover,loam,11403.193681623803,2026-W31,9.924671173095703,,3,1.0,,1,1,2.0,2,True
LS-00312,11.602909766247397,E,Tree cover,loam,11072.918060520451,2026-W31,8.05623984336853,,2,1.0,,1,1,2.0,3,True
LS-00313,16.740002138480406,E,Tree cover,loam,11104.652728740348,2026-W31,8.05623984336853,0.7618740835303283,3,1.0,1.0,1,1,2.0,3,False
LS-00314,19.512727824995604,SE,Tree cover,loam,11072.918060520451,2026-W31,8.05623984336853,0.7467213691594479,3,1.0,1.0,1,1,2.0,4,False
LS-00315,17.941108011665442,SE,Tree cover,loam,11072.918060520451,2026-W31,8.05623984336853,,3,1.0,,1,1,2.0,4,True
LS-00316,23.404986821484574,SE,Tree cover,clay loam,11072.918060520451,2026-W31,8.05623984336853,0.7592850092796886,3,1.0,1.0,1,1,4.0,4,False
LS-00317,18.250791877714835,E,Tree cover,clay loam,11072.918060520451,2026-W31,8.05623984336853,0.7734710490623358,3,1.0,1.0,1,1,4.0,3,False
LS-00318,24.971885174481603,N,Tree cover,loam,11403.243658604337,2026-W31,8.05623984336853,,3,1.0,,1,1,2.0,2,True
LS-00319,14.09594541079948,NE,Tree cover,sandy clay loam,11403.243658604337,2026-W31,8.05623984336853,,2,1.0,,1,1,4.0,2,True
LS-00320,15.421480398675728,NE,Tree cover,sandy clay loam,11403.243658604337,2026-W31,8.05623984336853,,3,1.0,,1,1,4.0,2,True
LS-00321,17.22479699388787,N,Tree cover,loam,11403.243658604337,2026-W31,8.05623984336853,,3,1.0,,1,1,2.0,2,True
LS-00322,25.376336447231434,N,Tree cover,sandy clay loam,11403.243658604337,2026-W31,8.05623984336853,,3,1.0,,1,1,4.0,2,True
LS-00323,20.993059161740934,NE,Tree cover,sandy clay loam,11403.243658604337,2026-W31,8.05623984336853,,3,1.0,,1,1,4.0,2,True
LS-00324,15.156803279908456,SE,Tree cover,loam,11403.243658604337,2026-W31,8.05623984336853,,3,1.0,,1,1,2.0,4,True
LS-00325,15.424174877211724,SE,Tree cover,sandy clay loam,11403.243658604337,2026-W31,8.05623984336853,,3,1.0,,1,1,4.0,4,True
LS-00326,15.78172092940026,SE,Tree cover,sandy clay loam,11403.243658604337,2026-W31,8.05623984336853,,3,1.0,,1,1,4.0,4,True
LS-00327,20.08485839107511,E,Tree cover,loam,11403.243658604337,2026-W31,8.05623984336853,0.7223427553175207,3,1.0,1.0,1,1,2.0,3,False
LS-00328,26.170530520857312,N,Tree cover,loam,11403.243658604337,2026-W31,8.05623984336853,,3,1.0,,1,1,2.0,2,True
LS-00329,18.86638683849499,N,Tree cover,loam,11072.918060520451,2026-W31,8.05623984336853,0.6516881267149915,3,1.0,1.0,1,1,2.0,2,False
LS-00330,18.301630740688182,N,Tree cover,loam,11341.307608963609,2026-W31,8.05623984336853,0.5155856169141059,3,1.0,2.0,1,1,2.0,2,False
LS-00331,19.216629022290757,SE,Tree cover,loam,11072.918060520451,2026-W31,8.05623984336853,,3,1.0,,1,1,2.0,4,True
LS-00332,11.9459725528635,NE,Tree cover,loam,11338.977978043271,2026-W31,8.05623984336853,0.540512303010168,2,1.0,2.0,1,1,2.0,2,False
LS-00333,11.34523518141695,E,Tree cover,loam,11403.243658604337,2026-W31,8.05623984336853,,2,1.0,,1,1,2.0,3,True
LS-00334,14.992704342487077,SE,Tree cover,loam,11337.436605861063,2026-W31,8.05623984336853,0.7441760093982068,2,1.0,1.0,1,1,2.0,4,False
LS-00335,14.397472884708714,SE,Tree cover,loam,11403.243658604337,2026-W31,8.05623984336853,0.7395830709967415,2,1.0,1.0,1,1,2.0,4,False
LS-00336,17.921088381304834,E,Tree cover,clay loam,11072.918060520451,2026-W31,8.05623984336853,0.7817356633051423,3,1.0,1.0,1,1,4.0,3,False
LS-00337,23.299255315293657,SE,Tree cover,loam,11334.855937126033,2026-W31,8.05623984336853,0.7623390866131349,3,1.0,1.0,1,1,2.0,4,False
LS-00338,14.682240166049063,E,Tree cover,sandy clay loam,11403.243658604337,2026-W31,8.05623984336853,,2,1.0,,1,1,4.0,3,True
LS-00339,23.785560209339597,SE,Tree cover,sandy clay loam,11403.243658604337,2026-W31,8.05623984336853,0.7222378350669123,3,1.0,1.0,1,1,4.0,4,False
LS-00340,14.760914218574554,E,Tree cover,sandy clay loam,11403.243658604337,2026-W31,8.05623984336853,,2,1.0,,1,1,4.0,3,True
LS-00341,19.097722351240936,SE,Tree cover,sandy clay loam,11403.243658604337,2026-W31,8.05623984336853,,3,1.0,,1,1,4.0,4,True
LS-00342,22.99941457690214,E,Tree cover,sandy clay loam,11092.107427693802,2026-W31,8.05623984336853,0.7741718832648989,3,1.0,1.0,1,1,4.0,3,False
LS-00343,18.931249943056162,SE,Tree cover,sandy clay loam,11092.107427693802,2026-W31,8.05623984336853,0.7057828210426514,3,1.0,1.0,1,1,4.0,4,False
LS-00344,22.13372996972669,E,Tree cover,sandy clay loam,11092.107427693802,2026-W31,8.05623984336853,0.7574531334200315,3,1.0,1.0,1,1,4.0,3,False
LS-00345,17.85190549766832,SE,Tree cover,sandy clay loam,11092.107427693802,2026-W31,8.05623984336853,0.7630008848837282,3,1.0,1.0,1,1,4.0,4,False
LS-00346,23.78422928848134,SE,Tree cover,sandy clay loam,11092.107427693802,2026-W31,8.05623984336853,0.7404999752445436,3,1.0,1.0,1,1,4.0,4,False
LS-00347,20.48959063294028,SE,Tree cover,sandy clay loam,11092.107427693802,2026-W31,8.05623984336853,0.6960735357582555,3,1.0,1.0,1,1,4.0,4,False
LS-00348,22.409358943219654,SE,Tree cover,clay loam,11072.918060520451,2026-W31,8.05623984336853,0.7637608087658211,3,1.0,1.0,1,1,4.0,4,False
LS-00349,33.20767074021486,SE,Tree cover,clay loam,11072.918060520451,2026-W31,8.05623984336853,0.7444184163621421,4,1.0,1.0,1,1,4.0,4,False
LS-00350,27.928073652243643,SE,Tree cover,clay loam,11072.918060520451,2026-W31,8.05623984336853,0.7606064462406483,3,1.0,1.0,1,1,4.0,4,False
LS-00351,31.13869702038917,SE,Tree cover,clay loam,11072.918060520451,2026-W31,8.05623984336853,0.7287586958036688,4,1.0,1.0,1,1,4.0,4,False
LS-00352,33.030511766796145,SE,Tree cover,clay loam,11072.918060520451,2026-W31,8.05623984336853,0.7083012418877213,4,1.0,1.0,1,1,4.0,4,False
LS-00353,25.826579861105238,SE,Tree cover,clay loam,10752.224446451766,2026-W31,8.05623984336853,0.7171082787014597,3,1.0,1.0,1,1,4.0,4,False
LS-00354,25.245950768541487,SE,Tree cover,clay loam,10752.224446451766,2026-W31,8.05623984336853,0.7200936012924767,3,1.0,1.0,1,1,4.0,4,False
LS-00355,21.451894938581155,E,Tree cover,clay loam,10752.224446451766,2026-W31,8.05623984336853,0.7373614680020516,3,1.0,1.0,1,1,4.0,3,False
LS-00356,15.345349525263707,E,Tree cover,sandy clay loam,10752.224446451766,2026-W31,8.05623984336853,0.7315015078055548,3,1.0,1.0,1,1,4.0,3,False
LS-00357,18.819271454864005,NW,Tree cover,sandy clay loam,10752.224446451766,2026-W31,8.05623984336853,0.7526400721776455,3,1.0,1.0,1,1,4.0,2,False
LS-00358,20.23325723596376,S,Tree cover,loam,11403.243658604337,2026-W31,8.05623984336853,0.7507478373985298,3,1.0,1.0,1,1,2.0,4,False
LS-00359,26.630049141816933,SE,Tree cover,sandy clay loam,11403.243658604337,2026-W31,8.05623984336853,0.752855869344177,3,1.0,1.0,1,1,4.0,4,False
LS-00360,27.589727894443083,S,Tree cover,clay loam,11072.918060520451,2026-W31,8.05623984336853,0.7161230448839243,3,1.0,1.0,1,1,4.0,4,False
LS-00361,26.852258462019666,SE,Tree cover,sandy clay loam,11332.275268391,2026-W31,8.05623984336853,0.7373098454282101,3,1.0,1.0,1,1,4.0,4,False
LS-00362,23.353772229880374,SE,Tree cover,clay loam,10752.224446451766,2026-W31,8.05623984336853,0.7199577338819672,3,1.0,1.0,1,1,4.0,4,False
LS-00363,24.026536957406364,E,Tree cover,sandy clay loam,11017.758025547106,2026-W31,8.05623984336853,0.7620174839806929,3,1.0,1.0,1,1,4.0,3,False
LS-00364,19.53941594169159,E,Tree cover,clay loam,10752.224446451766,2026-W31,8.05623984336853,0.7394796049828226,3,1.0,1.0,1,1,4.0,3,False
LS-00365,25.052996580563555,SE,Tree cover,sandy clay loam,11015.102689756155,2026-W31,8.05623984336853,0.7399457083203173,3,1.0,1.0,1,1,4.0,4,False
LS-00366,26.233309355259106,E,Tree cover,clay loam,10752.224446451766,2026-W31,8.05623984336853,0.7560543309743606,3,1.0,1.0,1,1,4.0,3,False
LS-00367,18.739397413912105,NE,Tree cover,sandy clay loam,11012.447353965199,2026-W31,8.05623984336853,0.7602239958157665,3,1.0,1.0,1,1,4.0,2,False
LS-00368,25.335422354172344,SE,Tree cover,sandy clay loam,11092.107427693802,2026-W31,8.05623984336853,0.7644331207064412,3,1.0,1.0,1,1,4.0,4,False
LS-00369,19.714251519903478,NE,Tree cover,sandy clay loam,11092.107427693802,2026-W31,8.05623984336853,0.7654220106031319,3,1.0,1.0,1,1,4.0,2,False
LS-00370,17.191348355483214,SE,Tree cover,sandy clay loam,11092.107427693802,2026-W31,8.05623984336853,0.7714039655639697,3,1.0,1.0,1,1,4.0,4,False
LS-00371,21.88585324127628,SE,Tree cover,sandy clay loam,11092.107427693802,2026-W31,8.05623984336853,0.7786368067649229,3,1.0,1.0,1,1,4.0,4,False
LS-00372,18.113683320811916,E,Tree cover,sandy clay loam,11092.107427693802,2026-W31,8.05623984336853,0.7720585535956808,3,1.0,1.0,1,1,4.0,3,False
LS-00373,14.698604356485905,NE,Tree cover,sandy clay loam,11092.107427693802,2026-W31,8.05623984336853,0.7688842083747734,2,1.0,1.0,1,1,4.0,2,False
LS-00374,10.575899276317035,NE,Tree cover,sandy clay loam,10791.657311611132,2026-W31,8.05623984336853,0.7768091604446774,2,1.0,1.0,1,1,4.0,2,False
