grid_id,slope_degrees,aspect_class,land_cover_class,soil_texture_class,drainage_distance_m,iso_week,cumulative_rainfall_mm,ndvi,slope_score,rainfall_score,ndvi_score,drainage_score,landuse_score,soil_score,aspect_score,masked
LS-00044,29.4366984628463,NE,Tree cover,clay loam,11091.961588240378,2026-W31,9.518244981765747,,3,1.0,,1,1,4.0,2,True
LS-00045,30.46215639836702,E,Tree cover,clay loam,11091.961588240378,2026-W31,9.518244981765747,,4,1.0,,1,1,4.0,3,True
LS-00046,32.68825909631757,E,Tree cover,clay loam,11091.961588240378,2026-W31,9.518244981765747,,4,1.0,,1,1,4.0,3,True
LS-00047,32.22987742827438,SE,Tree cover,clay loam,10794.609123138327,2026-W31,9.518244981765747,,4,1.0,,1,1,4.0,4,True
LS-00048,28.2969410048039,SE,Tree cover,clay loam,10784.132258576754,2026-W31,9.518244981765747,,3,1.0,,1,1,4.0,4,True
LS-00049,27.720347093535178,N,Tree cover,clay loam,11403.143704424232,2026-W31,9.924671173095703,,3,1.0,,1,1,4.0,2,True
LS-00050,18.147006790738708,NE,Tree cover,clay loam,11670.030678369883,2026-W31,9.924671173095703,,3,1.0,,1,1,4.0,2,True
LS-00051,22.597029139363983,NE,Tree cover,clay loam,11403.143704424232,2026-W31,9.924671173095703,,3,1.0,,1,1,4.0,2,True
LS-00052,22.604340705448173,SE,Tree cover,clay loam,11403.143704424232,2026-W31,9.924671173095703,,3,1.0,,1,1,4.0,4,True
LS-00053,28.89391124934186,SE,Tree cover,clay loam,11114.153802903316,2026-W31,9.924671173095703,,3,1.0,,1,1,4.0,4,True
LS-00054,27.560047658548868,S,Tree cover,clay loam,11384.103474298563,2026-W31,9.924671173095703,,3,1.0,,1,1,4.0,4,True
LS-00055,30.414324364753078,SE,Tree cover,clay loam,11114.153802903316,2026-W31,9.924671173095703,,4,1.0,,1,1,4.0,4,True
LS-00056,32.781368258922015,S,Tree cover,clay loam,11072.86953125747,2026-W31,9.924671173095703,,4,1.0,,1,1,4.0,4,True
LS-00057,31.30810943759649,SE,Tree cover,clay loam,11342.548232142484,2026-W31,9.924671173095703,,4,1.0,,1,1,4.0,4,True
LS-00058,31.475867658551874,SE,Tree cover,clay loam,11072.86953125747,2026-W31,9.924671173095703,,4,1.0,,1,1,4.0,4,True
LS-00059,26.01576268822866,E,Tree cover,clay loam,11339.686959163213,2026-W31,9.883393513038754,,3,1.0,,1,1,4.0,3,True
LS-00060,22.632549177464004,SE,Tree cover,clay loam,11403.143704424232,2026-W31,9.924671173095703,,3,1.0,,1,1,4.0,4,True
LS-00061,31.39963621114946,SE,Tree cover,clay loam,11114.153802903316,2026-W31,9.924671173095703,,4,1.0,,1,1,4.0,4,True
LS-00062,32.655915355032676,SE,Tree cover,clay loam,11113.02050917186,2026-W31,9.924671173095703,,4,1.0,,1,1,4.0,4,True
LS-00063,34.62852821138464,SE,Tree cover,clay loam,11046.581915888546,2026-W31,9.88021830841899,,4,1.0,,1,1,4.0,4,True
LS-00064,22.434924063173316,SE,Tree cover,clay loam,11002.70780244697,2026-W31,9.87722842702606,,3,1.0,,1,1,4.0,4,True
LS-00065,27.0176586311171,SE,Tree cover,clay loam,11072.86953125747,2026-W31,9.924671173095703,,3,1.0,,1,1,4.0,4,True
LS-00066,30.062705480266775,SE,Tree cover,clay loam,11072.86953125747,2026-W31,9.924671173095703,,4,1.0,,1,1,4.0,4,True
LS-00067,24.31357266039855,N,Tree cover,clay loam,11072.86953125747,2026-W31,9.924671173095703,,3,1.0,,1,1,4.0,2,True
LS-00068,26.75036304701384,N,Tree cover,clay loam,11001.454914432496,2026-W31,9.875455501489341,,3,1.0,,1,1,4.0,2,True
LS-00069,18.45803133157583,E,Tree cover,clay loam,11130.046450936312,2026-W31,9.924671173095703,,3,1.0,,1,1,4.0,3,True
LS-00070,24.51938310135427,SE,Tree cover,clay loam,11499.783097360138,2026-W31,9.924671173095703,,3,1.0,,1,1,4.0,4,True
LS-00071,22.91750467079675,SE,Tree cover,clay loam,11499.783097360138,2026-W31,9.924671173095703,,3,1.0,,1,1,4.0,4,True
LS-00072,24.750763165566763,SE,Tree cover,clay loam,11498.338813585042,2026-W31,9.924671173095703,,3,1.0,,1,1,4.0,4,True
LS-00073,14.803178625899314,SE,Tree cover,clay loam,11498.338813585042,2026-W31,9.924671173095703,,2,1.0,,1,1,4.0,4,True
LS-00074,22.189701136517975,SE,Tree cover,clay loam,11550.952008249147,2026-W31,9.924671173095703,,3,1.0,,1,1,4.0,4,True
LS-00075,29.100927456738052,SE,Tree cover,clay loam,11550.952008249147,2026-W31,9.924671173095703,,3,1.0,,1,1,4.0,4,True
LS-00076,24.082478637007497,SE,Tree cover,clay loam,11550.952008249147,2026-W31,9.924671173095703,,3,1.0,,1,1,4.0,4,True
LS-00077,30.775255889865704,SE,Tree cover,clay loam,11550.952008249147,2026-W31,9.924671173095703,,4,1.0,,1,1,4.0,4,True
LS-00078,24.807719752461175,SE,Tree cover,sandy clay loam,11550.952008249147,2026-W31,9.924671173095703,,3,1.0,,1,1,4.0,4,True
LS-00079,17.335788751285275,SE,Tree cover,clay loam,11130.046450936312,2026-W31,9.924671173095703,,3,1.0,,1,1,4.0,4,True
LS-00080,21.827893316001735,SE,Tree cover,clay loam,11146.380730094394,2026-W31,9.924671173095703,,3,1.0,,1,1,4.0,4,True
LS-00081,27.44308302702925,SE,Tree cover,clay loam,11515.465081079774,2026-W31,9.924671173095703,,3,1.0,,1,1,4.0,4,True
LS-00082,29.61769415813354,SE,Tree cover,clay loam,11690.465907475005,2026-W31,9.924671173095703,,3,1.0,,1,1,4.0,4,True
LS-00083,29.252518550216674,S,Tree cover,clay loam,11550.952008249147,2026-W31,9.924671173095703,,3,1.0,,1,1,4.0,4,True
LS-00084,26.717828208299018,SE,Tree cover,clay loam,11742.190855787943,2026-W31,9.924671173095703,,3,1.0,,1,1,4.0,4,True
LS-00085,28.62134943232099,SE,Tree cover,clay loam,11569.627676954107,2026-W31,9.924671173095703,,3,1.0,,1,1,4.0,4,True
LS-00086,21.196569054916957,SE,Tree cover,clay loam,11550.952008249147,2026-W31,9.924671173095703,,3,1.0,,1,1,4.0,4,True
LS-00087,18.896357479604706,SE,Tree cover,clay loam,11742.190855787943,2026-W31,9.924671173095703,,3,1.0,,1,1,4.0,4,True
LS-00088,23.49663271321999,SE,Tree cover,clay loam,11571.04324904116,2026-W31,9.924671173095703,,3,1.0,,1,1,4.0,4,True
LS-00089,23.331374212045446,NE,Tree cover,clay loam,11742.190855787943,2026-W31,9.924671173095703,,3,1.0,,1,1,4.0,2,True
LS-00090,28.8261620203654,N,Tree cover,clay loam,11742.190855787943,2026-W31,9.924671173095703,,3,1.0,,1,1,4.0,2,True
LS-00091,22.975679016906355,N,Tree cover,clay loam,11742.190855787943,2026-W31,9.924671173095703,,3,1.0,,1,1,4.0,2,True
LS-00092,24.437121145186893,N,Tree cover,clay loam,11742.190855787943,2026-W31,9.924671173095703,,3,1.0,,1,1,4.0,2,True
LS-00093,21.184977623553138,N,Tree cover,sandy clay loam,11742.190855787943,2026-W31,9.924671173095703,,3,1.0,,1,1,4.0,2,True
LS-00094,27.81917164058898,N,Tree cover,clay loam,11742.190855787943,2026-W31,9.924671173095703,,3,1.0,,1,1,4.0,2,True
LS-00095,18.85833335228986,NE,Tree cover,clay loam,11726.416843918394,2026-W31,9.924671173095703,,3,1.0,,1,1,4.0,2,True
LS-00096,25.221516661787877,SE,Tree cover,sandy clay loam,11726.354985048318,2026-W31,9.924671173095703,,3,1.0,,1,1,4.0,4,True
LS-00097,26.461782479236625,SE,Tree cover,clay loam,11724.163413651313,2026-W31,9.924671173095703,,3,1.0,,1,1,4.0,4,True
LS-00098,26.40194146868675,E,Tree cover,clay loam,11724.163413651313,2026-W31,9.924671173095703,,3,1.0,,1,1,4.0,3,True
LS-00099,26.42000977187018,E,Tree cover,clay loam,11550.952008249147,2026-W31,9.924671173095703,,3,1.0,,1,1,4.0,3,True
LS-00100,23.299364804969443,SE,Tree cover,sandy clay loam,11550.952008249147,2026-W31,9.924671173095703,,3,1.0,,1,1,4.0,4,True
LS-00101,21.581146918454213,N,Tree cover,clay loam,11550.952008249147,2026-W31,9.924671173095703,,3,1.0,,1,1,4.0,2,True
LS-00102,23.50073483796246,NE,Tree cover,clay loam,11550.952008249147,2026-W31,9.924671173095703,,3,1.0,,1,1,4.0,2,True
LS-00103,25.81170277522771,NE,Tree cover,clay loam,11550.952008249147,2026-W31,9.924671173095703,,3,1.0,,1,1,4.0,2,True
LS-00104,22.938747392117406,E,Tree cover,clay loam,11923.259804351585,2026-W31,9.924671173095703,,3,1.0,,1,1,4.0,3,True
LS-00105,20.235558605902007,N,Tree cover,clay loam,11926.172926988138,2026-W31,9.924671173095703,,3,1.0,,1,1,4.0,2,True
LS-00106,17.120605346399277,NE,Tree cover,clay loam,11921.805477023057,2026-W31,9.924671173095703,,3,1.0,,1,1,4.0,2,True
LS-00107,15.678731367146892,SE,Tree cover,sandy clay loam,11974.78454399076,2026-W31,9.924671173095703,,3,1.0,,1,1,4.0,4,True
LS-00108,22.596224245228708,SE,Tree cover,sandy clay loam,11974.78454399076,2026-W31,9.924671173095703,,3,1.0,,1,1,4.0,4,True
LS-00109,16.478636791866354,SE,Tree cover,clay loam,11550.952008249147,2026-W31,9.924671173095703,,3,1.0,,1,1,4.0,4,True
LS-00110,17.556706482060488,NE,Tree cover,clay loam,11571.950783665172,2026-W31,9.924671173095703,,3,1.0,,1,1,4.0,2,True
LS-00111,15.848934765457075,N,Tree cover,clay loam,11742.190855787943,2026-W31,9.924671173095703,,3,1.0,,1,1,4.0,2,True
LS-00112,15.068447429385921,NE,Tree cover,clay loam,11573.450696194888,2026-W31,9.924671173095703,,3,1.0,,1,1,4.0,2,True
LS-00113,28.640212258888894,N,Tree cover,clay loam,11897.381897884978,2026-W31,9.924671173095703,,3,1.0,,1,1,4.0,2,True
LS-00114,18.93281467083257,E,Tree cover,clay loam,11923.259804351585,2026-W31,9.924671173095703,,3,1.0,,1,1,4.0,3,True
LS-00115,27.471550911246425,NW,Tree cover,clay loam,11726.416843918392,2026-W31,9.924671173095703,,3,1.0,,1,1,4.0,2,True
LS-00116,23.32027068807067,NW,Tree cover,clay loam,11941.498925117552,2026-W31,9.924671173095703,,3,1.0,,1,1,4.0,2,True
LS-00117,17.8656758355004,SE,Tree cover,clay loam,11724.163413651313,2026-W31,9.924671173095703,,3,1.0,,1,1,4.0,4,True
LS-00118,19.560456563629486,N,Tree cover,clay loam,11724.163413651313,2026-W31,9.924671173095703,,3,1.0,,1,1,4.0,2,True
LS-00119,30.786503156246898,N,Tree cover,clay loam,11974.78454399076,2026-W31,9.924671173095703,,4,1.0,,1,1,4.0,2,True
LS-00120,21.61559277446586,E,Tree cover,clay loam,11974.78454399076,2026-W31,9.924671173095703,,3,1.0,,1,1,4.0,3,True
LS-00121,19.383292680803162,N,Tree cover,sandy clay loam,11974.78454399076,2026-W31,9.924671173095703,,3,1.0,,1,1,4.0,2,True
LS-00122,20.731291436785302,NW,Tree cover,sandy clay loam,11974.78454399076,2026-W31,9.924671173095703,,3,1.0,,1,1,4.0,2,True
LS-00123,21.044313954394795,N,Tree cover,clay loam,11974.78454399076,2026-W31,9.924671173095703,,3,1.0,,1,1,4.0,2,True
LS-00124,13.320384680304535,NE,Tree cover,clay loam,11974.78454399076,2026-W31,9.924671173095703,,2,1.0,,1,1,4.0,2,True
LS-00125,15.203642487069194,NW,Tree cover,sandy clay loam,11974.78454399076,2026-W31,9.924671173095703,,3,1.0,,1,1,4.0,2,True
LS-00126,18.890571116409774,NE,Tree cover,sandy clay loam,11974.78454399076,2026-W31,9.924671173095703,,3,1.0,,1,1,4.0,2,True
LS-00127,13.606761222900161,SE,Tree cover,sandy clay loam,11724.214797802026,2026-W31,9.924671173095703,,2,1.0,,1,1,4.0,4,True
LS-00128,13.597974806607558,E,Tree cover,clay loam,11724.214797802026,2026-W31,9.924671173095703,,2,1.0,,1,1,4.0,3,True
LS-00129,18.570907415887763,SE,Tree cover,clay loam,11974.78454399076,2026-W31,9.924671173095703,,3,1.0,,1,1,4.0,4,True
LS-00130,18.334683814425734,SE,Tree cover,clay loam,11940.519936327164,2026-W31,9.924671173095703,,3,1.0,,1,1,4.0,4,True
LS-00131,16.628058978135293,SE,Tree cover,clay loam,11724.163413651313,2026-W31,9.924671173095703,,3,1.0,,1,1,4.0,4,True
LS-00132,18.079499274450924,NE,Tree cover,clay loam,11974.78454399076,2026-W31,9.924671173095703,,3,1.0,,1,1,4.0,2,True
LS-00133,17.692656599093773,N,Tree cover,clay loam,11938.419909392489,2026-W31,9.924671173095703,,3,1.0,,1,1,4.0,2,True
LS-00134,20.93069805837884,SE,Tree cover,loam,11443.15878444435,2026-W31,9.924671173095703,,3,1.0,,1,1,2.0,4,True
LS-00135,19.992469423112983,SE,Tree cover,sandy clay loam,11708.005455131255,2026-W31,9.924671173095703,,3,1.0,,1,1,4.0,4,True
LS-00136,13.01146893560804,SE,Tree cover,sandy clay loam,11748.290894410908,2026-W31,9.924671173095703,,2,1.0,,1,1,4.0,4,True
LS-00137,27.242985184128216,SE,Tree cover,loam,11403.193681623803,2026-W31,9.924671173095703,,3,1.0,,1,1,2.0,4,True
LS-00138,15.384642999672188,SE,Tree cover,sandy clay loam,11724.214797802026,2026-W31,9.924671173095703,,3,1.0,,1,1,4.0,4,True
LS-00139,27.94055997072471,NE,Tree cover,clay loam,11724.163413651313,2026-W31,9.924671173095703,,3,1.0,,1,1,4.0,2,True
LS-00140,24.042588204848123,NE,Tree cover,clay loam,11724.163413651313,2026-W31,9.924671173095703,,3,1.0,,1,1,4.0,2,True
LS-00141,14.158061120281936,NE,Tree cover,clay loam,11724.163413651313,2026-W31,9.924671173095703,,2,1.0,,1,1,4.0,2,True
LS-00142,21.87390114518241,NE,Tree cover,clay loam,11724.163413651313,2026-W31,9.924671173095703,,3,1.0,,1,1,4.0,2,True
LS-00143,22.332859502926567,S,Tree cover,loam,11443.314898127242,2026-W31,9.924671173095703,,3,1.0,,1,1,2.0,4,True
LS-00144,27.900833268038177,SE,Tree cover,clay loam,11442.213531399695,2026-W31,9.924671173095703,,3,1.0,,1,1,4.0,4,True
LS-00145,28.43171029714425,SE,Tree cover,clay loam,11403.193681623803,2026-W31,9.924671173095703,,3,1.0,,1,1,4.0,4,True
LS-00146,28.14995500828628,S,Tree cover,loam,11403.193681623803,2026-W31,9.924671173095703,,3,1.0,,1,1,2.0,4,True
LS-00147,27.349436328745085,S,Tree cover,clay loam,11403.193681623803,2026-W31,9.924671173095703,,3,1.0,,1,1,4.0,4,True
LS-00148,21.801950304088248,SE,Tree cover,loam,11403.193681623803,2026-W31,9.924671173095703,,3,1.0,,1,1,2.0,4,True
LS-00149,15.838552758464616,SE,Tree cover,sandy clay loam,11724.214797802026,2026-W31,9.924671173095703,,3,1.0,,1,1,4.0,4,True
LS-00150,13.592683682329278,SE,Tree cover,clay loam,11724.214797802026,2026-W31,9.924671173095703,,2,1.0,,1,1,4.0,4,True
LS-00151,19.128249945157773,SE,Tree cover,loam,11724.214797802026,2026-W31,9.924671173095703,,3,1.0,,1,1,2.0,4,True
LS-00152,18.341486625525835,E,Tree cover,sandy clay loam,11724.214797802026,2026-W31,9.924671173095703,,3,1.0,,1,1,4.0,3,True
LS-00153,28.09407914830213,SE,Tree cover,sandy clay loam,11724.214797802026,2026-W31,9.924671173095703,,3,1.0,,1,1,4.0,4,True
LS-00154,23.17725335410828,SE,Tree cover,sandy clay loam,11724.214797802026,2026-W31,9.924671173095703,,3,1.0,,1,1,4.0,4,True
LS-00155,26.69691704843973,SE,Tree cover,loam,11724.214797802026,2026-W31,9.924671173095703,,3,1.0,,1,1,2.0,4,True
LS-00156,13.9384969729987,SE,Tree cover,sandy clay loam,11724.214797802026,2026-W31,9.714048005017366,,2,1.0,,1,1,4.0,4,True
LS-00157,18.300441548073877,SE,Tree cover,loam,11724.214797802026,2026-W31,9.924671173095703,,3,1.0,,1,1,2.0,4,True
LS-00158,16.07555010845543,E,Tree cover,sandy clay loam,11724.214797802026,2026-W31,9.888877469461084,,3,1.0,,1,1,4.0,3,True
LS-00159,25.797853299159776,SE,Tree cover,sandy clay loam,11677.208134361643,2026-W31,9.924671173095703,,3,1.0,,1,1,4.0,4,True
LS-00160,18.77967887263571,SE,Tree cover,loam,11724.214797802026,2026-W31,9.924671173095703,,3,1.0,,1,1,2.0,4,True
LS-00161,30.71774324104686,SE,Tree cover,clay loam,11403.193681623803,2026-W31,9.924671173095703,,4,1.0,,1,1,4.0,4,True
LS-00162,25.183010335148694,SE,Tree cover,loam,11665.847322133259,2026-W31,9.924671173095703,,3,1.0,,1,1,2.0,4,True
LS-00163,27.772589644798053,SE,Tree cover,loam,11669.039293458894,2026-W31,9.924671173095703,,3,1.0,,1,1,2.0,4,True
LS-00164,21.835491287852907,SE,Tree cover,clay loam,11403.193681623803,2026-W31,9.924671173095703,,3,1.0,,1,1,4.0,4,True
LS-00165,28.845092139694575,SE,Tree cover,loam,11724.214797802026,2026-W31,9.924671173095703,,3,1.0,,1,1,2.0,4,True
LS-00166,21.50567164926439,N,Tree cover,loam,11724.214797802026,2026-W31,9.924671173095703,,3,1.0,,1,1,2.0,2,True
LS-00167,23.208040932331702,N,Tree cover,loam,11666.53131598875,2026-W31,9.924671173095703,0.7508546446728173,3,1.0,1.0,1,1,2.0,2,False
LS-00168,25.412076893196687,N,Tree cover,loam,11403.193681623803,2026-W31,9.924671173095703,0.7372290336667329,3,1.0,1.0,1,1,2.0,2,False
LS-00169,26.529474535892753,NE,Tree cover,clay loam,10752.13019955232,2026-W31,9.518244981765747,,3,1.0,,1,1,4.0,2,True
LS-00170,35.21384321946031,NE,Tree cover,clay loam,10752.13019955232,2026-W31,9.518244981765747,,4,1.0,,1,1,4.0,2,True
LS-00171,25.98510084499313,NE,Tree cover,clay loam,10752.13019955232,2026-W31,9.518244981765747,,3,1.0,,1,1,4.0,2,True
LS-00172,30.233489132092767,NE,Tree cover,clay loam,10752.13019955232,2026-W31,9.518244981765747,,4,1.0,,1,1,4.0,2,True
LS-00173,33.90276183539014,NE,Tree cover,clay loam,10752.13019955232,2026-W31,9.518244981765747,,4,1.0,,1,1,4.0,2,True
LS-00174,26.642767499927015,NE,Tree cover,clay loam,10752.13019955232,2026-W31,9.518244981765747,,3,1.0,,1,1,4.0,2,True
LS-00175,26.972912735204776,E,Tree cover,clay loam,10752.13019955232,2026-W31,9.518244981765747,,3,1.0,,1,1,4.0,3,True
LS-00176,26.846378049959146,SE,Tree cover,clay loam,10752.13019955232,2026-W31,9.518244981765747,,3,1.0,,1,1,4.0,4,True
LS-00177,26.412943332591404,NE,Tree cover,clay loam,10752.13019955232,2026-W31,9.518244981765747,,3,1.0,,1,1,4.0,2,True
LS-00178,26.344352622625077,NE,Tree cover,clay loam,10752.13019955232,2026-W31,9.518244981765747,,3,1.0,,1,1,4.0,2,True
LS-00179,26.666337161388213,SE,Tree cover,clay loam,10462.889971843237,2026-W31,5.579044342041016,,3,1.0,,1,1,4.0,4,True
LS-00180,27.383223403057976,E,Tree cover,clay loam,10461.755696440456,2026-W31,5.579044342041016,,3,1.0,,1,1,4.0,3,True
LS-00181,33.30014645244201,E,Tree cover,clay loam,10752.13019955232,2026-W31,9.518244981765747,,4,1.0,,1,1,4.0,3,True
LS-00182,36.959430636446086,E,Tree cover,clay loam,10752.13019955232,2026-W31,9.518244981765747,,4,1.0,,1,1,4.0,3,True
LS-00183,33.31610188636304,NE,Tree cover,clay loam,10752.13019955232,2026-W31,9.518244981765747,,4,1.0,,1,1,4.0,2,True
LS-00184,31.517374730185853,E,Tree cover,clay loam,10452.485647105499,2026-W31,5.579044342041016,,4,1.0,,1,1,4.0,3,True
LS-00185,35.158962804885746,SE,Tree cover,clay loam,10421.569939313367,2026-W31,5.579044342041016,,4,1.0,,1,1,4.0,4,True
LS-00186,19.369811561102782,N,Tree cover,clay loam,10410.52088348719,2026-W31,5.579044342041016,,3,1.0,,1,1,4.0,2,True
LS-00187,25.287121098514405,SE,Tree cover,clay loam,10421.569939313367,2026-W31,5.579044342041016,,3,1.0,,1,1,4.0,4,True
LS-00188,23.690485386831476,NE,Tree cover,clay loam,10421.569939313367,2026-W31,5.579044342041016,,3,1.0,,1,1,4.0,2,True
LS-00189,28.266209544156684,NE,Tree cover,clay loam,10421.569939313367,2026-W31,5.579044342041016,,3,1.0,,1,1,4.0,2,True
LS-00190,27.765412094865347,N,Tree cover,clay loam,10328.218467648116,2026-W31,5.579044342041016,,3,1.0,,1,1,4.0,2,True
LS-00191,31.35855068160508,NE,Tree cover,clay loam,10421.569939313367,2026-W31,5.579044342041016,,4,1.0,,1,1,4.0,2,True
LS-00192,31.700052632115742,NE,Tree cover,clay loam,10324.814873980617,2026-W31,5.579044342041016,0.6427683575674961,4,1.0,1.0,1,1,4.0,2,False
LS-00193,27.387490230224564,N,Tree cover,clay loam,10421.569939313367,2026-W31,5.579044342041016,0.6504081813565631,3,1.0,1.0,1,1,4.0,2,False
LS-00194,28.56475584671415,E,Tree cover,clay loam,10039.527220310543,2026-W31,5.579044342041016,0.6647549569051433,3,1.0,1.0,1,1,4.0,3,False
LS-00195,17.772584605843978,NE,Tree cover,clay loam,10101.147320354257,2026-W31,5.579044342041016,,3,1.0,,1,1,4.0,2,True
LS-00196,23.657613368082256,NE,Tree cover,clay loam,10101.147320354257,2026-W31,5.579044342041016,,3,1.0,,1,1,4.0,2,True
